tunecache	1.1.0	1.1.0-c3781bc-dirty-sm_80	cpu_arch=x86_64,gpu_arch=sm_80,cuda_version=11.4.152	# Last updated Tue Mar  4 23:59:45 2025

          volume	name	aux	block.x	block.y	block.z	grid.x	grid.y	grid.z	shared_bytes	aux.x	aux.y	aux.z	aux.w	time	comment
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,comm=0001	32	1	1	7776	1	1	6182	-1	-1	-1	-1	0.000314112	# 1415.88 Gflop/s, 2230.77 GB/s, tuning took 0.367143 seconds at Sun Aug 18 11:54:46 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,comm=0001,host-device	32	1	1	7776	1	1	5385	5	-1	-1	-1	0.000315392	# 1410.66 Gflop/s, 2234.34 GB/s, tuning took 4.645886 seconds at Sun Aug 18 11:54:56 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,comm=0001,host-host	32	1	1	7776	1	1	5217	5	-1	-1	-1	0.000315136	# 1411.81 Gflop/s, 2236.15 GB/s, tuning took 5.173550 seconds at Sun Aug 18 11:54:51 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,comm=0001,host-remote	64	1	1	3888	1	1	11923	2	-1	-1	-1	0.000314368	# 1415.26 Gflop/s, 2241.62 GB/s, tuning took 6.020541 seconds at Sun Aug 18 11:55:07 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,xpay,comm=0001	64	1	1	3888	1	1	7258	-1	-1	-1	-1	0.000346112	# 1319.49 Gflop/s, 2024.52 GB/s, tuning took 0.395981 seconds at Sun Aug 18 11:55:07 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,xpay,comm=0001,host-device	32	1	1	7776	1	1	5217	4	-1	-1	-1	0.000346112	# 1319.96 Gflop/s, 2036.02 GB/s, tuning took 5.040058 seconds at Sun Aug 18 11:55:18 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,xpay,comm=0001,host-host	32	1	1	7776	1	1	5217	6	-1	-1	-1	0.00034816	# 1312.20 Gflop/s, 2024.05 GB/s, tuning took 5.563994 seconds at Sun Aug 18 11:55:13 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=8,order=2,Ns=4,Nc=3,commDim=0001,xpay,comm=0001,host-remote	64	1	1	3888	1	1	5564	2	-1	-1	-1	0.000347477	# 1314.78 Gflop/s, 2028.02 GB/s, tuning took 6.433599 seconds at Sun Aug 18 11:55:25 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,dagger,topo=1112,order=01,p2p=3,gdr=0,nvshmem=0,pol=110000111100110000	32	1	1	1	1	1	0	0	1	0	-1	0.000235315	# 1928.77 Gflop/s, 1522.72 GB/s, tuning took 0.040565 seconds at Sun Aug 18 11:47:10 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,topo=1112,order=01,p2p=3,gdr=0,nvshmem=0,pol=110000111100110000	32	1	1	1	1	1	0	0	1	0	-1	0.00023552	# 1927.10 Gflop/s, 1521.39 GB/s, tuning took 0.041192 seconds at Sun Aug 18 11:46:48 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,xpay,topo=1112,order=01,p2p=3,gdr=0,nvshmem=0,pol=110000111100110000	32	1	1	1	1	1	0	7	1	0	-1	0.000237568	# 1960.76 Gflop/s, 1508.28 GB/s, tuning took 0.041140 seconds at Sun Aug 18 11:46:58 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001	128	1	1	108	1	1	13910	-1	-1	-1	-1	1.20859e-05	# 782.37 Gflop/s, 658.84 GB/s, tuning took 0.030213 seconds at Sun Aug 18 11:46:39 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,dagger	32	1	1	432	1	1	8785	-1	-1	-1	-1	1.19377e-05	# 792.08 Gflop/s, 667.02 GB/s, tuning took 0.030421 seconds at Sun Aug 18 11:46:59 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,dagger,zero_copy,p2p=0	96	1	1	144	1	1	83457	-1	-1	-1	-1	6.62187e-05	# 142.79 Gflop/s, 120.25 GB/s, tuning took 0.085691 seconds at Sun Aug 18 11:46:59 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,dagger,zero_copy,p2p=1	32	1	1	432	1	1	5756	-1	-1	-1	-1	1.18473e-05	# 798.12 Gflop/s, 672.11 GB/s, tuning took 0.029996 seconds at Sun Aug 18 11:47:02 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,xpay	32	1	1	432	1	1	7949	-1	-1	-1	-1	1.23149e-05	# 794.76 Gflop/s, 646.58 GB/s, tuning took 0.030568 seconds at Sun Aug 18 11:46:48 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,xpay,zero_copy,p2p=0	96	1	1	144	1	1	83457	-1	-1	-1	-1	6.63552e-05	# 147.50 Gflop/s, 120.00 GB/s, tuning took 0.085979 seconds at Sun Aug 18 11:46:49 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,xpay,zero_copy,p2p=1	32	1	1	432	1	1	8346	-1	-1	-1	-1	1.23149e-05	# 794.76 Gflop/s, 646.58 GB/s, tuning took 0.030383 seconds at Sun Aug 18 11:46:52 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,zero_copy,p2p=0	96	1	1	144	1	1	83457	-1	-1	-1	-1	6.63552e-05	# 142.50 Gflop/s, 120.00 GB/s, tuning took 0.085891 seconds at Sun Aug 18 11:46:39 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_all,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,zero_copy,p2p=1	32	1	1	432	1	1	15174	-1	-1	-1	-1	1.20994e-05	# 781.50 Gflop/s, 658.10 GB/s, tuning took 0.029938 seconds at Sun Aug 18 11:46:42 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001	128	1	1	108	1	1	16692	-1	-1	-1	-1	1.07895e-05	# 876.37 Gflop/s, 738.00 GB/s, tuning took 0.029263 seconds at Sun Aug 18 11:46:39 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,dagger	32	1	1	432	1	1	7587	-1	-1	-1	-1	1.11733e-05	# 846.27 Gflop/s, 712.65 GB/s, tuning took 0.029699 seconds at Sun Aug 18 11:46:59 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,dagger,zero_copy,p2p=0	128	1	1	108	1	1	20865	-1	-1	-1	-1	6.5664e-05	# 144.00 Gflop/s, 121.26 GB/s, tuning took 0.085898 seconds at Sun Aug 18 11:46:59 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,dagger,zero_copy,p2p=1	128	1	1	108	1	1	10433	-1	-1	-1	-1	1.05773e-05	# 893.95 Gflop/s, 752.80 GB/s, tuning took 0.028544 seconds at Sun Aug 18 11:47:02 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,xpay	32	1	1	432	1	1	5564	-1	-1	-1	-1	1.14584e-05	# 854.17 Gflop/s, 694.91 GB/s, tuning took 0.029818 seconds at Sun Aug 18 11:46:48 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,xpay,zero_copy,p2p=0	16	1	1	864	1	1	41729	-1	-1	-1	-1	6.59456e-05	# 148.42 Gflop/s, 120.75 GB/s, tuning took 0.085367 seconds at Sun Aug 18 11:46:48 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,xpay,zero_copy,p2p=1	128	1	1	108	1	1	10433	-1	-1	-1	-1	1.10517e-05	# 885.60 Gflop/s, 720.49 GB/s, tuning took 0.029176 seconds at Sun Aug 18 11:46:52 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,zero_copy,p2p=0	128	1	1	108	1	1	55638	-1	-1	-1	-1	6.5664e-05	# 144.00 Gflop/s, 121.26 GB/s, tuning took 0.085788 seconds at Sun Aug 18 11:46:39 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=exterior_t,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,zero_copy,p2p=1	128	1	1	108	1	1	41729	-1	-1	-1	-1	1.05412e-05	# 897.02 Gflop/s, 755.38 GB/s, tuning took 0.028605 seconds at Sun Aug 18 11:46:42 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,comm=0001	32	1	1	7776	1	1	7949	-1	-1	-1	-1	0.000160183	# 2776.49 Gflop/s, 2187.22 GB/s, tuning took 0.213730 seconds at Sun Aug 18 11:46:39 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,comm=0001,host-device	32	1	1	7776	1	1	5385	7	-1	-1	-1	0.000160183	# 2777.52 Gflop/s, 2199.65 GB/s, tuning took 2.678753 seconds at Sun Aug 18 11:46:45 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,comm=0001,host-host	128	1	1	1944	1	1	11128	1	-1	-1	-1	0.000160475	# 2772.46 Gflop/s, 2195.64 GB/s, tuning took 2.939220 seconds at Sun Aug 18 11:46:42 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,comm=0001,host-remote	128	1	1	1944	1	1	12840	1	-1	-1	-1	0.000160329	# 2774.99 Gflop/s, 2197.64 GB/s, tuning took 3.254835 seconds at Sun Aug 18 11:46:48 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,dagger,comm=0001	32	1	1	7776	1	1	6182	-1	-1	-1	-1	0.000160183	# 2776.49 Gflop/s, 2187.22 GB/s, tuning took 0.214282 seconds at Sun Aug 18 11:46:59 2024
     12x24x24x36	N4quda26WilsonCloverPreconditionedINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s12EEEEE	policy_kernel=interior,GPU-offline,vol=248832,parity=1,precision=4,order=4,Ns=4,Nc=3,commDim=0001,dagger,comm=0001,host-device	32	1	1	7776	1	1	0	8	-1	-1	-1	0.000160768	# 2767.41 Gflop/s, 2191.64 GB/s, tuning took 2.688752 seconds at Sun Aug 18 11:47:05 2024
